"sccsn","socname","Family","General_TL5_Final","Soc_TL5_Final","Gender_TL5_Final","Mar_TL5_Final","Sex_TL5_Final","FM_TL5_Final","latitude","longitude","Elevation","v84","v149","v150","v151","v152","v153","v154","v155","v156","v157","v158","v237","v238","v238.1","v238.2","v699","v761","v773","v774","v787","v789","v835","v861","v1253_rec","v1254_rec","v1255_rec","v1256_rec","v1257_rec","v1258_rec","v1259_rec","v1265","v1267","v1720_poppress","Adult.Mobility","Contact.OtherSocieties","extfreq","intfreq","oth","ovfreq","fam","chrs","PatriDescent","MatriDescent","Predom_MultiplePatterns","Predom_A","Predom_M","Predom_P","P_M","Predom_M_12_0","MatrilinealDes_Copy","Predom_P_12_0","Predom_Bilocal","LocalizedKin","subsistence","agriculture","horticulture","huntergatherer","pastoralism","other","pathogensum","pathogendummy","Zpathogensum","Zpathogendummy","v774_rev","v773_rev","Zv773_rev","Zv774_rev","extfreq_rec","Zextfreq_rec","intfreq_rec","Zintfreq_rec","v1265_dum","Zfam","Zchrs","Zv1265_dum","Zv1267","famine_index","Zoth","Zv1720_poppress","v151_2","v153_2","v155_2","complexity","Res_Hetero","mobility","contact2","v761_rev","Zv761","Zv761_rev","Zv238_rec","polygamy","threat_fam","threat_path","id","Domain","TL1","Law","Socialization","Gender","Marriage","Sexuality","Funerals","ZTL1"
6,"Suku","Atantic-Congo",,,,,,,-6,18,875.0457515,1,1,4,4,1,4,1,4,3,5,3,4,2,2,2,,3,2,3,2,1,4,4,1,1,1,1,1,1,1,4,3,0,0.904256813,0.477176605,3.75,2.75,,3.75,,,0,1,,,,,,,1,,,0,,,,,,,7,1,1.69977009174853,0.463170239634852,2,3,0.3515252950747,-0.790162478122927,3.75,0.585667913513491,2.75,0.115686476770567,1,,,0.582575265003535,-0.174712111003858,0.203931576999839,,-0.563830877642601,3,2,3,0.0969888571366598,,0.904256813,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,-0.179949650321381,0.420377636233434,6,1,,1,0,0,0,0,0,
6,"Suku","Atantic-Congo",,,,,,,-6,18,875.0457515,1,1,4,4,1,4,1,4,3,5,3,4,2,2,2,,3,2,3,2,1,4,4,1,1,1,1,1,1,1,4,3,0,0.904256813,0.477176605,3.75,2.75,,3.75,,,0,1,,,,,,,1,,,0,,,,,,,7,1,1.69977009174853,0.463170239634852,2,3,0.3515252950747,-0.790162478122927,3.75,0.585667913513491,2.75,0.115686476770567,1,,,0.582575265003535,-0.174712111003858,0.203931576999839,,-0.563830877642601,3,2,3,0.0969888571366598,,0.904256813,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,-0.179949650321381,0.420377636233434,6,2,,0,1,0,0,0,0,
6,"Suku","Atantic-Congo",,,,,,,-6,18,875.0457515,1,1,4,4,1,4,1,4,3,5,3,4,2,2,2,,3,2,3,2,1,4,4,1,1,1,1,1,1,1,4,3,0,0.904256813,0.477176605,3.75,2.75,,3.75,,,0,1,,,,,,,1,,,0,,,,,,,7,1,1.69977009174853,0.463170239634852,2,3,0.3515252950747,-0.790162478122927,3.75,0.585667913513491,2.75,0.115686476770567,1,,,0.582575265003535,-0.174712111003858,0.203931576999839,,-0.563830877642601,3,2,3,0.0969888571366598,,0.904256813,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,-0.179949650321381,0.420377636233434,6,3,,0,0,1,0,0,0,
6,"Suku","Atantic-Congo",,,,,,,-6,18,875.0457515,1,1,4,4,1,4,1,4,3,5,3,4,2,2,2,,3,2,3,2,1,4,4,1,1,1,1,1,1,1,4,3,0,0.904256813,0.477176605,3.75,2.75,,3.75,,,0,1,,,,,,,1,,,0,,,,,,,7,1,1.69977009174853,0.463170239634852,2,3,0.3515252950747,-0.790162478122927,3.75,0.585667913513491,2.75,0.115686476770567,1,,,0.582575265003535,-0.174712111003858,0.203931576999839,,-0.563830877642601,3,2,3,0.0969888571366598,,0.904256813,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,-0.179949650321381,0.420377636233434,6,4,,0,0,0,1,0,0,
6,"Suku","Atantic-Congo",,,,,,,-6,18,875.0457515,1,1,4,4,1,4,1,4,3,5,3,4,2,2,2,,3,2,3,2,1,4,4,1,1,1,1,1,1,1,4,3,0,0.904256813,0.477176605,3.75,2.75,,3.75,,,0,1,,,,,,,1,,,0,,,,,,,7,1,1.69977009174853,0.463170239634852,2,3,0.3515252950747,-0.790162478122927,3.75,0.585667913513491,2.75,0.115686476770567,1,,,0.582575265003535,-0.174712111003858,0.203931576999839,,-0.563830877642601,3,2,3,0.0969888571366598,,0.904256813,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,-0.179949650321381,0.420377636233434,6,5,,0,0,0,0,1,0,
6,"Suku","Atantic-Congo",,,,,,,-6,18,875.0457515,1,1,4,4,1,4,1,4,3,5,3,4,2,2,2,,3,2,3,2,1,4,4,1,1,1,1,1,1,1,4,3,0,0.904256813,0.477176605,3.75,2.75,,3.75,,,0,1,,,,,,,1,,,0,,,,,,,7,1,1.69977009174853,0.463170239634852,2,3,0.3515252950747,-0.790162478122927,3.75,0.585667913513491,2.75,0.115686476770567,1,,,0.582575265003535,-0.174712111003858,0.203931576999839,,-0.563830877642601,3,2,3,0.0969888571366598,,0.904256813,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,-0.179949650321381,0.420377636233434,6,6,,0,0,0,0,0,1,
7,"Bemba","Atantic-Congo",,,,,,,-10.5,30.5,1228.933626,1,2,4,4,2,4,1,1,2,5,3,3,3,3,3,4,,,,,,4,3,0,1,1,1,1,0,0,4,4,,,,5,5,,5,,,0,1,,,,,,,1,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,1,,,0.582575265003535,0.790802186649041,0.686688725826288,,,3,2,1,-0.0179764814705465,,,,,,,-0.557350770119123,1,0.686688725826288,0.31917080325409,7,1,,1,0,0,0,0,0,
7,"Bemba","Atantic-Congo",,,,,,,-10.5,30.5,1228.933626,1,2,4,4,2,4,1,1,2,5,3,3,3,3,3,4,,,,,,4,3,0,1,1,1,1,0,0,4,4,,,,5,5,,5,,,0,1,,,,,,,1,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,1,,,0.582575265003535,0.790802186649041,0.686688725826288,,,3,2,1,-0.0179764814705465,,,,,,,-0.557350770119123,1,0.686688725826288,0.31917080325409,7,2,,0,1,0,0,0,0,
7,"Bemba","Atantic-Congo",,,,,,,-10.5,30.5,1228.933626,1,2,4,4,2,4,1,1,2,5,3,3,3,3,3,4,,,,,,4,3,0,1,1,1,1,0,0,4,4,,,,5,5,,5,,,0,1,,,,,,,1,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,1,,,0.582575265003535,0.790802186649041,0.686688725826288,,,3,2,1,-0.0179764814705465,,,,,,,-0.557350770119123,1,0.686688725826288,0.31917080325409,7,3,,0,0,1,0,0,0,
7,"Bemba","Atantic-Congo",,,,,,,-10.5,30.5,1228.933626,1,2,4,4,2,4,1,1,2,5,3,3,3,3,3,4,,,,,,4,3,0,1,1,1,1,0,0,4,4,,,,5,5,,5,,,0,1,,,,,,,1,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,1,,,0.582575265003535,0.790802186649041,0.686688725826288,,,3,2,1,-0.0179764814705465,,,,,,,-0.557350770119123,1,0.686688725826288,0.31917080325409,7,4,,0,0,0,1,0,0,
7,"Bemba","Atantic-Congo",,,,,,,-10.5,30.5,1228.933626,1,2,4,4,2,4,1,1,2,5,3,3,3,3,3,4,,,,,,4,3,0,1,1,1,1,0,0,4,4,,,,5,5,,5,,,0,1,,,,,,,1,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,1,,,0.582575265003535,0.790802186649041,0.686688725826288,,,3,2,1,-0.0179764814705465,,,,,,,-0.557350770119123,1,0.686688725826288,0.31917080325409,7,5,,0,0,0,0,1,0,
7,"Bemba","Atantic-Congo",,,,,,,-10.5,30.5,1228.933626,1,2,4,4,2,4,1,1,2,5,3,3,3,3,3,4,,,,,,4,3,0,1,1,1,1,0,0,4,4,,,,5,5,,5,,,0,1,,,,,,,1,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,1,,,0.582575265003535,0.790802186649041,0.686688725826288,,,3,2,1,-0.0179764814705465,,,,,,,-0.557350770119123,1,0.686688725826288,0.31917080325409,7,6,,0,0,0,0,0,1,
8,"Nyakyusa","Atantic-Congo",3.125,,3.375,2.5,3.25,3.875,-9.5,34,1026.743062,4,1,4,5,2,4,1,2,4,4,1,3,2,2,2,,3,1,1,2,2,3,4,0,1,1,1,1,1,1,4,2,0,0.904256813,0.477176605,1,1,2,1,1,1,1,0,0,0,0,0,,0,0,0,0,0,"Intensive Agriculture",1,0,0,0,0,6,1,1.23957032891705,0.463170239634852,4,4,1.11767016895546,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,-0.986942637179703,-0.721473330018279,0.582575265003535,-1.14022640865676,-0.566516777712801,-0.563808453733909,-0.563830877642601,4,2,2,-0.0173454319803599,0,0.904256813,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,-0.56471870302977,1.0557190126495,8,1,3.125,1,0,0,0,0,0,0.268559786033192
8,"Nyakyusa","Atantic-Congo",3.125,,3.375,2.5,3.25,3.875,-9.5,34,1026.743062,4,1,4,5,2,4,1,2,4,4,1,3,2,2,2,,3,1,1,2,2,3,4,0,1,1,1,1,1,1,4,2,0,0.904256813,0.477176605,1,1,2,1,1,1,1,0,0,0,0,0,,0,0,0,0,0,"Intensive Agriculture",1,0,0,0,0,6,1,1.23957032891705,0.463170239634852,4,4,1.11767016895546,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,-0.986942637179703,-0.721473330018279,0.582575265003535,-1.14022640865676,-0.566516777712801,-0.563808453733909,-0.563830877642601,4,2,2,-0.0173454319803599,0,0.904256813,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,-0.56471870302977,1.0557190126495,8,2,,0,1,0,0,0,0,
8,"Nyakyusa","Atantic-Congo",3.125,,3.375,2.5,3.25,3.875,-9.5,34,1026.743062,4,1,4,5,2,4,1,2,4,4,1,3,2,2,2,,3,1,1,2,2,3,4,0,1,1,1,1,1,1,4,2,0,0.904256813,0.477176605,1,1,2,1,1,1,1,0,0,0,0,0,,0,0,0,0,0,"Intensive Agriculture",1,0,0,0,0,6,1,1.23957032891705,0.463170239634852,4,4,1.11767016895546,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,-0.986942637179703,-0.721473330018279,0.582575265003535,-1.14022640865676,-0.566516777712801,-0.563808453733909,-0.563830877642601,4,2,2,-0.0173454319803599,0,0.904256813,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,-0.56471870302977,1.0557190126495,8,3,3.375,0,0,1,0,0,0,0.572703743715783
8,"Nyakyusa","Atantic-Congo",3.125,,3.375,2.5,3.25,3.875,-9.5,34,1026.743062,4,1,4,5,2,4,1,2,4,4,1,3,2,2,2,,3,1,1,2,2,3,4,0,1,1,1,1,1,1,4,2,0,0.904256813,0.477176605,1,1,2,1,1,1,1,0,0,0,0,0,,0,0,0,0,0,"Intensive Agriculture",1,0,0,0,0,6,1,1.23957032891705,0.463170239634852,4,4,1.11767016895546,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,-0.986942637179703,-0.721473330018279,0.582575265003535,-1.14022640865676,-0.566516777712801,-0.563808453733909,-0.563830877642601,4,2,2,-0.0173454319803599,0,0.904256813,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,-0.56471870302977,1.0557190126495,8,4,2.5,0,0,0,1,0,0,-0.491800108173284
8,"Nyakyusa","Atantic-Congo",3.125,,3.375,2.5,3.25,3.875,-9.5,34,1026.743062,4,1,4,5,2,4,1,2,4,4,1,3,2,2,2,,3,1,1,2,2,3,4,0,1,1,1,1,1,1,4,2,0,0.904256813,0.477176605,1,1,2,1,1,1,1,0,0,0,0,0,,0,0,0,0,0,"Intensive Agriculture",1,0,0,0,0,6,1,1.23957032891705,0.463170239634852,4,4,1.11767016895546,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,-0.986942637179703,-0.721473330018279,0.582575265003535,-1.14022640865676,-0.566516777712801,-0.563808453733909,-0.563830877642601,4,2,2,-0.0173454319803599,0,0.904256813,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,-0.56471870302977,1.0557190126495,8,5,3.25,0,0,0,0,1,0,0.420631764874488
8,"Nyakyusa","Atantic-Congo",3.125,,3.375,2.5,3.25,3.875,-9.5,34,1026.743062,4,1,4,5,2,4,1,2,4,4,1,3,2,2,2,,3,1,1,2,2,3,4,0,1,1,1,1,1,1,4,2,0,0.904256813,0.477176605,1,1,2,1,1,1,1,0,0,0,0,0,,0,0,0,0,0,"Intensive Agriculture",1,0,0,0,0,6,1,1.23957032891705,0.463170239634852,4,4,1.11767016895546,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,-0.986942637179703,-0.721473330018279,0.582575265003535,-1.14022640865676,-0.566516777712801,-0.563808453733909,-0.563830877642601,4,2,2,-0.0173454319803599,0,0.904256813,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,-0.56471870302977,1.0557190126495,8,6,3.875,0,0,0,0,0,1,1.18099165908096
9,"Hadza","Hadza",,,,,,,-3.75,35.18,1320.193027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,2,0,0,1,1,1,1,1,,,,,,8,1,3,1,1,1,0,0,1,0,0,1,2,0,0,1,0,0,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,,,1,-0.964053973088056,,-0.986942637179703,-0.721473330018279,,,-0.854207983598991,0.296238340097478,,1,1,1,-1.24924267636864,0,,,,,,-0.557350770119123,0,-0.278984821750757,0.77937056608557,9,1,,1,0,0,0,0,0,
9,"Hadza","Hadza",,,,,,,-3.75,35.18,1320.193027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,2,0,0,1,1,1,1,1,,,,,,8,1,3,1,1,1,0,0,1,0,0,1,2,0,0,1,0,0,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,,,1,-0.964053973088056,,-0.986942637179703,-0.721473330018279,,,-0.854207983598991,0.296238340097478,,1,1,1,-1.24924267636864,0,,,,,,-0.557350770119123,0,-0.278984821750757,0.77937056608557,9,2,,0,1,0,0,0,0,
9,"Hadza","Hadza",,,,,,,-3.75,35.18,1320.193027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,2,0,0,1,1,1,1,1,,,,,,8,1,3,1,1,1,0,0,1,0,0,1,2,0,0,1,0,0,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,,,1,-0.964053973088056,,-0.986942637179703,-0.721473330018279,,,-0.854207983598991,0.296238340097478,,1,1,1,-1.24924267636864,0,,,,,,-0.557350770119123,0,-0.278984821750757,0.77937056608557,9,3,,0,0,1,0,0,0,
9,"Hadza","Hadza",,,,,,,-3.75,35.18,1320.193027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,2,0,0,1,1,1,1,1,,,,,,8,1,3,1,1,1,0,0,1,0,0,1,2,0,0,1,0,0,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,,,1,-0.964053973088056,,-0.986942637179703,-0.721473330018279,,,-0.854207983598991,0.296238340097478,,1,1,1,-1.24924267636864,0,,,,,,-0.557350770119123,0,-0.278984821750757,0.77937056608557,9,4,,0,0,0,1,0,0,
9,"Hadza","Hadza",,,,,,,-3.75,35.18,1320.193027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,2,0,0,1,1,1,1,1,,,,,,8,1,3,1,1,1,0,0,1,0,0,1,2,0,0,1,0,0,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,,,1,-0.964053973088056,,-0.986942637179703,-0.721473330018279,,,-0.854207983598991,0.296238340097478,,1,1,1,-1.24924267636864,0,,,,,,-0.557350770119123,0,-0.278984821750757,0.77937056608557,9,5,,0,0,0,0,1,0,
9,"Hadza","Hadza",,,,,,,-3.75,35.18,1320.193027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,2,0,0,1,1,1,1,1,,,,,,8,1,3,1,1,1,0,0,1,0,0,1,2,0,0,1,0,0,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,,,1,-0.964053973088056,,-0.986942637179703,-0.721473330018279,,,-0.854207983598991,0.296238340097478,,1,1,1,-1.24924267636864,0,,,,,,-0.557350770119123,0,-0.278984821750757,0.77937056608557,9,6,,0,0,0,0,0,1,
10,"Luguru","Atantic-Congo",,,,,,,-6.83,37.67,451.9252396,1,1,5,4,3,4,1,2,5,2,2,1,2,2,2,,,,,,,1,3,0,0,1,1,1,1,0,4,3,,,,1.5,1,,1.5,,3,0,1,,,,,,,1,,,1,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,1.5,-0.764973897018453,1,-0.964053973088056,1,,1.70179587004312,0.582575265003535,-0.174712111003858,0.703219674680931,,,3,2,2,0.0156482996257267,,,,,,,-0.557350770119123,1,0.703219674680931,0.31917080325409,10,1,,1,0,0,0,0,0,
10,"Luguru","Atantic-Congo",,,,,,,-6.83,37.67,451.9252396,1,1,5,4,3,4,1,2,5,2,2,1,2,2,2,,,,,,,1,3,0,0,1,1,1,1,0,4,3,,,,1.5,1,,1.5,,3,0,1,,,,,,,1,,,1,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,1.5,-0.764973897018453,1,-0.964053973088056,1,,1.70179587004312,0.582575265003535,-0.174712111003858,0.703219674680931,,,3,2,2,0.0156482996257267,,,,,,,-0.557350770119123,1,0.703219674680931,0.31917080325409,10,2,,0,1,0,0,0,0,
10,"Luguru","Atantic-Congo",,,,,,,-6.83,37.67,451.9252396,1,1,5,4,3,4,1,2,5,2,2,1,2,2,2,,,,,,,1,3,0,0,1,1,1,1,0,4,3,,,,1.5,1,,1.5,,3,0,1,,,,,,,1,,,1,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,1.5,-0.764973897018453,1,-0.964053973088056,1,,1.70179587004312,0.582575265003535,-0.174712111003858,0.703219674680931,,,3,2,2,0.0156482996257267,,,,,,,-0.557350770119123,1,0.703219674680931,0.31917080325409,10,3,,0,0,1,0,0,0,
10,"Luguru","Atantic-Congo",,,,,,,-6.83,37.67,451.9252396,1,1,5,4,3,4,1,2,5,2,2,1,2,2,2,,,,,,,1,3,0,0,1,1,1,1,0,4,3,,,,1.5,1,,1.5,,3,0,1,,,,,,,1,,,1,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,1.5,-0.764973897018453,1,-0.964053973088056,1,,1.70179587004312,0.582575265003535,-0.174712111003858,0.703219674680931,,,3,2,2,0.0156482996257267,,,,,,,-0.557350770119123,1,0.703219674680931,0.31917080325409,10,4,,0,0,0,1,0,0,
10,"Luguru","Atantic-Congo",,,,,,,-6.83,37.67,451.9252396,1,1,5,4,3,4,1,2,5,2,2,1,2,2,2,,,,,,,1,3,0,0,1,1,1,1,0,4,3,,,,1.5,1,,1.5,,3,0,1,,,,,,,1,,,1,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,1.5,-0.764973897018453,1,-0.964053973088056,1,,1.70179587004312,0.582575265003535,-0.174712111003858,0.703219674680931,,,3,2,2,0.0156482996257267,,,,,,,-0.557350770119123,1,0.703219674680931,0.31917080325409,10,5,,0,0,0,0,1,0,
10,"Luguru","Atantic-Congo",,,,,,,-6.83,37.67,451.9252396,1,1,5,4,3,4,1,2,5,2,2,1,2,2,2,,,,,,,1,3,0,0,1,1,1,1,0,4,3,,,,1.5,1,,1.5,,3,0,1,,,,,,,1,,,1,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,1.5,-0.764973897018453,1,-0.964053973088056,1,,1.70179587004312,0.582575265003535,-0.174712111003858,0.703219674680931,,,3,2,2,0.0156482996257267,,,,,,,-0.557350770119123,1,0.703219674680931,0.31917080325409,10,6,,0,0,0,0,0,1,
11,"Kikuyu","Atantic-Congo",,,,,,,-0.67,37.17,1467.02288,1,1,5,5,2,4,1,2,5,2,2,1,3,3,3,4,3,3,2,2,3,1,4,0,1,1,1,1,1,1,4,4,0,-0.327403329,0.477176605,2.5,1,,2.5,,,1,0,,,,,,,0,,,1,,,,,,,6,1,1.23957032891705,0.463170239634852,3,2,-0.414619578806056,0.00987703097653663,2.5,-0.164688647893145,1,-0.964053973088056,1,,,0.582575265003535,0.790802186649041,0.686688725826288,,-0.563830877642601,4,2,2,0.01040701747184,,-0.327403329,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,0.0614289240918436,0.278275927029177,11,1,,1,0,0,0,0,0,
11,"Kikuyu","Atantic-Congo",,,,,,,-0.67,37.17,1467.02288,1,1,5,5,2,4,1,2,5,2,2,1,3,3,3,4,3,3,2,2,3,1,4,0,1,1,1,1,1,1,4,4,0,-0.327403329,0.477176605,2.5,1,,2.5,,,1,0,,,,,,,0,,,1,,,,,,,6,1,1.23957032891705,0.463170239634852,3,2,-0.414619578806056,0.00987703097653663,2.5,-0.164688647893145,1,-0.964053973088056,1,,,0.582575265003535,0.790802186649041,0.686688725826288,,-0.563830877642601,4,2,2,0.01040701747184,,-0.327403329,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,0.0614289240918436,0.278275927029177,11,2,,0,1,0,0,0,0,
11,"Kikuyu","Atantic-Congo",,,,,,,-0.67,37.17,1467.02288,1,1,5,5,2,4,1,2,5,2,2,1,3,3,3,4,3,3,2,2,3,1,4,0,1,1,1,1,1,1,4,4,0,-0.327403329,0.477176605,2.5,1,,2.5,,,1,0,,,,,,,0,,,1,,,,,,,6,1,1.23957032891705,0.463170239634852,3,2,-0.414619578806056,0.00987703097653663,2.5,-0.164688647893145,1,-0.964053973088056,1,,,0.582575265003535,0.790802186649041,0.686688725826288,,-0.563830877642601,4,2,2,0.01040701747184,,-0.327403329,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,0.0614289240918436,0.278275927029177,11,3,,0,0,1,0,0,0,
11,"Kikuyu","Atantic-Congo",,,,,,,-0.67,37.17,1467.02288,1,1,5,5,2,4,1,2,5,2,2,1,3,3,3,4,3,3,2,2,3,1,4,0,1,1,1,1,1,1,4,4,0,-0.327403329,0.477176605,2.5,1,,2.5,,,1,0,,,,,,,0,,,1,,,,,,,6,1,1.23957032891705,0.463170239634852,3,2,-0.414619578806056,0.00987703097653663,2.5,-0.164688647893145,1,-0.964053973088056,1,,,0.582575265003535,0.790802186649041,0.686688725826288,,-0.563830877642601,4,2,2,0.01040701747184,,-0.327403329,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,0.0614289240918436,0.278275927029177,11,4,,0,0,0,1,0,0,
11,"Kikuyu","Atantic-Congo",,,,,,,-0.67,37.17,1467.02288,1,1,5,5,2,4,1,2,5,2,2,1,3,3,3,4,3,3,2,2,3,1,4,0,1,1,1,1,1,1,4,4,0,-0.327403329,0.477176605,2.5,1,,2.5,,,1,0,,,,,,,0,,,1,,,,,,,6,1,1.23957032891705,0.463170239634852,3,2,-0.414619578806056,0.00987703097653663,2.5,-0.164688647893145,1,-0.964053973088056,1,,,0.582575265003535,0.790802186649041,0.686688725826288,,-0.563830877642601,4,2,2,0.01040701747184,,-0.327403329,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,0.0614289240918436,0.278275927029177,11,5,,0,0,0,0,1,0,
11,"Kikuyu","Atantic-Congo",,,,,,,-0.67,37.17,1467.02288,1,1,5,5,2,4,1,2,5,2,2,1,3,3,3,4,3,3,2,2,3,1,4,0,1,1,1,1,1,1,4,4,0,-0.327403329,0.477176605,2.5,1,,2.5,,,1,0,,,,,,,0,,,1,,,,,,,6,1,1.23957032891705,0.463170239634852,3,2,-0.414619578806056,0.00987703097653663,2.5,-0.164688647893145,1,-0.964053973088056,1,,,0.582575265003535,0.790802186649041,0.686688725826288,,-0.563830877642601,4,2,2,0.01040701747184,,-0.327403329,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,0.0614289240918436,0.278275927029177,11,6,,0,0,0,0,0,1,
12,"Ganda","Atantic-Congo",4,3.5,3.875,3.125,3.125,4,0.33,32.5,1154.083676,1,2,5,5,2,4,1,4,5,5,4,4,2,2,2,,1,3,1,1,1,4,4,0,1,1,1,1,1,1,4,3,0,0.904256813,-0.861996448,5,4.5,2,5,3.5,,1,0,1,0,0,0,,0,0,0,0,0,"Intensive Agriculture",1,0,0,0,0,6,1,1.23957032891705,0.463170239634852,4,2,-0.414619578806056,0.809916540076,5,1.33602447492013,4.5,1.19542692662919,1,1.5340521425728,,0.582575265003535,-0.174712111003858,0.647305098857492,-0.563808453733909,-0.563830877642601,4,2,3,0.564154086746875,0,0.904256813,0.861996448,4,-2.16596147795838,2.16596147795838,-0.557350770119123,1,-0.160111410839672,0.544955763395664,12,1,4,1,0,0,0,0,0,1.33306363792226
12,"Ganda","Atantic-Congo",4,3.5,3.875,3.125,3.125,4,0.33,32.5,1154.083676,1,2,5,5,2,4,1,4,5,5,4,4,2,2,2,,1,3,1,1,1,4,4,0,1,1,1,1,1,1,4,3,0,0.904256813,-0.861996448,5,4.5,2,5,3.5,,1,0,1,0,0,0,,0,0,0,0,0,"Intensive Agriculture",1,0,0,0,0,6,1,1.23957032891705,0.463170239634852,4,2,-0.414619578806056,0.809916540076,5,1.33602447492013,4.5,1.19542692662919,1,1.5340521425728,,0.582575265003535,-0.174712111003858,0.647305098857492,-0.563808453733909,-0.563830877642601,4,2,3,0.564154086746875,0,0.904256813,0.861996448,4,-2.16596147795838,2.16596147795838,-0.557350770119123,1,-0.160111410839672,0.544955763395664,12,2,3.5,0,1,0,0,0,0,0.724775722557079
12,"Ganda","Atantic-Congo",4,3.5,3.875,3.125,3.125,4,0.33,32.5,1154.083676,1,2,5,5,2,4,1,4,5,5,4,4,2,2,2,,1,3,1,1,1,4,4,0,1,1,1,1,1,1,4,3,0,0.904256813,-0.861996448,5,4.5,2,5,3.5,,1,0,1,0,0,0,,0,0,0,0,0,"Intensive Agriculture",1,0,0,0,0,6,1,1.23957032891705,0.463170239634852,4,2,-0.414619578806056,0.809916540076,5,1.33602447492013,4.5,1.19542692662919,1,1.5340521425728,,0.582575265003535,-0.174712111003858,0.647305098857492,-0.563808453733909,-0.563830877642601,4,2,3,0.564154086746875,0,0.904256813,0.861996448,4,-2.16596147795838,2.16596147795838,-0.557350770119123,1,-0.160111410839672,0.544955763395664,12,3,3.875,0,0,1,0,0,0,1.18099165908096
