"sccsn","socname","Family","General_TL5_Final","Soc_TL5_Final","Gender_TL5_Final","Mar_TL5_Final","Sex_TL5_Final","FM_TL5_Final","latitude","longitude","Elevation","v84","v149","v150","v151","v152","v153","v154","v155","v156","v157","v158","v237","v238","v238.1","v238.2","v699","v761","v773","v774","v787","v789","v835","v861","v1253_rec","v1254_rec","v1255_rec","v1256_rec","v1257_rec","v1258_rec","v1259_rec","v1265","v1267","v1720_poppress","Adult.Mobility","Contact.OtherSocieties","extfreq","intfreq","oth","ovfreq","fam","chrs","PatriDescent","MatriDescent","Predom_MultiplePatterns","Predom_A","Predom_M","Predom_P","P_M","Predom_M_12_0","MatrilinealDes_Copy","Predom_P_12_0","Predom_Bilocal","LocalizedKin","subsistence","agriculture","horticulture","huntergatherer","pastoralism","other","pathogensum","pathogendummy","Zpathogensum","Zpathogendummy","v774_rev","v773_rev","Zv773_rev","Zv774_rev","extfreq_rec","Zextfreq_rec","intfreq_rec","Zintfreq_rec","v1265_dum","Zfam","Zchrs","Zv1265_dum","Zv1267","famine_index","Zoth","Zv1720_poppress","v151_2","v153_2","v155_2","complexity","Res_Hetero","mobility","contact2","v761_rev","Zv761","Zv761_rev","Zv238_rec","polygamy","threat_fam","threat_path"
170,"Amahuaca","",,,,,,,-10.33,-72.25,378.9754301,1,1,4,4,1,3,1,1,1,1,1,1,1,1,1,,,,,,,1,4,1,1,0,1,0,1,0,1,1,,,,4.25,4.75,,4.75,,,0,0,,,,,,,0,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,4.25,0.885810538076145,4.75,1.34967556232328,0,,,-1.70611327608178,-2.10574070630965,-1.90592699119572,,,3,2,1,-0.69686178327978,,,,,,,-0.557350770119123,1,-1.90592699119572,0.31917080325409
171,"Inca","",,,,,,,-13.5,-72,3865.750051,1,3,5,5,2,5,2,1,3,5,5,5,2,2,2,4,,,,,,4,3,1,0,1,0,0,0,1,4,4,,,,5,5,,5,1,,0,0,,,,,,,0,,,0,,,,,,,3,1,-0.141028959577389,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,1,-0.986942637179703,,0.582575265003535,0.790802186649041,0.128811604824291,,,4,3,1,0.627107704314748,,,,,,,-0.557350770119123,1,0.128811604824291,-0.141028959577389
172,"Aymara","Aymaran",3.75,3.75,3,1.75,2.25,3.25,-16,-65.75,334.2467435,1,3,5,5,4,4,2,1,5,3,2,,4,4,4,,2,1,1,1,1,,1,1,1,1,0,0,1,1,4,4,1,-1.559063471,-0.861996448,1,1.5,4,1.5,,4,1,0,0,0,0,2,1,0,0,1,0,0,"Horticulturalists",0,1,0,0,0,5,1,0.77937056608557,0.463170239634852,4,4,1.11767016895546,0.809916540076,1,-1.06511652158111,1.5,-0.655556701699878,1,,2.91343047007381,0.582575265003535,0.790802186649041,1.4289359739088,1.15628513392886,1.75084325162702,4,2,1,0.364065155393125,0,-1.559063471,0.861996448,3,-0.979511241624492,0.979511241624492,1.78352246438119,0,1.44535478648823,0.902319091705675
173,,,,,,,,,,,,1,1,2,,1,2,1,1,1,2,1,1,2,2,2,2,,,,,,1,4,,,,,,,,,,,,,1,1,1,1,1,2,0,0,0,0,2,0,5,1,0,0,0,1,,,,,,,0,0,-1.52162824807183,-2.14742565648886,,,,,1,-1.06511652158111,1,-0.964053973088056,,-0.986942637179703,0.490161270012419,,,-0.248390683583642,-1.4238552475653,,,2,1,-0.862295589060274,1,,,,,,-0.557350770119123,1,-0.836122965574469,-1.52162824807183
174,"Nambicuara","",,,,,,,-13,-58.75,474.4098809,1,1,2,3,1,3,1,1,1,2,1,1,1,1,1,,2,2,2,3,1,1,3,1,1,1,0,0,0,0,2,,,0.904256813,1.816349659,4,5,,5,,2,0,0,,,,,,,0,,,0,,,,,,,3,1,-0.141028959577389,0.463170239634852,3,3,0.3515252950747,0.00987703097653663,4,0.735739225794818,5,1.50392419801737,0,,0.490161270012419,-1.70611327608178,,-0.607976003034681,,,2,2,1,-0.807216955697337,,0.904256813,-1.816349659,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,-0.607976003034681,0.0734577888246158
175,"Trumai","",,,,,,,-11.83,-53.67,322.4355063,1,1,5,4,1,3,1,1,1,2,1,1,1,1,1,2,,,,,,1,3,1,1,1,1,0,0,0,1,1,0,,,2.25,0,,2.25,,1,0,0,,,,,,,0,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,2.25,-0.314759960174472,,,0,,-0.721473330018279,-1.70611327608178,-2.10574070630965,-1.51110910413657,,-0.563830877642601,3,2,1,-0.548013109895777,,,,,,,-0.557350770119123,1,-1.03746999088959,0.31917080325409
176,"Timbira","",,,,,,,-6.5,-46,430.4605752,3,2,4,4,3,3,1,1,2,2,1,1,1,1,1,,4,4,1,2,3,1,2,1,1,1,1,1,0,1,,,0,,0.477176605,2.25,1,,2.25,,,0,1,,,,,,,1,,,1,,,,,,,6,1,1.23957032891705,0.463170239634852,4,1,-1.18076445268681,0.809916540076,2.25,-0.314759960174472,1,-0.964053973088056,,,,,,,,-0.563830877642601,3,2,1,-0.336766161529006,,,-0.477176605,1,1.39338923104329,-1.39338923104329,-0.557350770119123,0,-0.563830877642601,0.289574138768746
177,"Tupinamba","",,,,,,,-22.79,-44.5,,3,1,4,4,4,3,1,1,1,3,2,2,2,2,2,2,,,,,,2,4,1,1,1,1,1,0,1,4,3,,,,5,5,,5,,1,0,0,,,,,,,0,,,0,,,,,,,6,1,1.23957032891705,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,1,,-0.721473330018279,0.582575265003535,-0.174712111003858,-0.104536725339534,,,3,2,1,-0.244677219766115,,,,,,,-0.557350770119123,1,-0.104536725339534,1.23957032891705
178,"Botocudo","",,,,,,,-19,-42.5,449.1006891,1,1,1,1,1,1,1,1,1,2,1,1,,,,,,,,,,1,4,1,1,1,1,1,1,1,,,,,,0,4.25,,4.25,,,0,0,,,,,,,0,,,0,,,,,,,7,1,1.69977009174853,0.463170239634852,,,,,,,4.25,1.0411782909351,,,,,,,,,1,1,1,-1.16468423580751,,,,,,,,1,,1.69977009174853
179,,,,,,,,,,,,1,1,2,,3,1,1,1,1,2,1,1,1,1,1,2,3,1,,3,2,1,4,,,,,,,,,,,0.904256813,1.816349659,1,4,1,4,,1,1,0,0,0,2,0,5,1,0,0,0,0,,,,,,,0,0,-1.52162824807183,-2.14742565648886,,4,1.11767016895546,,1,-1.06511652158111,4,0.886929655241011,,,-0.721473330018279,,,-0.721473330018279,-1.4238552475653,,,1,1,-0.881586582002262,1,0.904256813,-1.816349659,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,-1.07266428879179,-0.201979039558186
180,"Aweikoma","",,,,,,,-28,-50,998.6653611,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,,4,1,1,3,1,1,4,1,1,1,1,0,0,1,2,,0,0.904256813,1.816349659,1,0,,0,,2,0,0,,,,,,,0,,,0,,,,,,,5,1,0.77937056608557,0.463170239634852,4,4,1.11767016895546,0.809916540076,1,-1.06511652158111,,,0,,0.490161270012419,-1.70611327608178,,-0.607976003034681,,-0.563830877642601,1,2,1,-1.08873192374721,,0.904256813,-1.816349659,1,1.39338923104329,-1.39338923104329,-0.557350770119123,1,-0.585903440338641,0.902319091705675
181,"Cayua","",,,,,,,-23.5,-55,,1,1,2,3,1,3,1,1,1,2,1,1,,,,2,,,,,,1,2,1,0,1,0,0,0,1,2,,,,,0,0,,0,,,0,0,,,,,,,0,,,0,,,,,,,3,1,-0.141028959577389,0.463170239634852,,,,,,,,,0,,,-1.70611327608178,,-1.70611327608178,,,2,2,1,-0.807216955697337,,,,,,,,0,-1.70611327608178,-0.141028959577389
182,"Lengua","Lengua-Mascoy",2.25,1,1.75,1.75,,3,-23,-58.5,90.89928307,3,2,1,3,2,3,2,1,1,2,1,1,2,2,2,,,,,,,1,3,1,1,1,0,0,0,1,4,,,,,4,1,4,4,,,0,0,1,0,1,0,4,1,0,0,0,0,"Hunter Gatherer",0,0,1,0,0,4,1,0.31917080325409,0.463170239634852,,,,,4,0.735739225794818,1,-0.964053973088056,1,,,0.582575265003535,,0.582575265003535,1.15628513392886,,2,2,1,-0.646906197707865,1,,,,,,-0.557350770119123,1,0.869430199466199,0.31917080325409
183,"Abipon","",,,,,,,-28,-59.5,50.55743102,3,1,1,1,3,3,2,1,1,2,4,1,1,1,1,2,4,1,1,2,1,1,3,0,1,1,0,0,0,1,2,,,0.904256813,0.477176605,5,4,,5,1,1,0,0,,,,,,,0,,,0,,,,,,,3,1,-0.141028959577389,0.463170239634852,4,4,1.11767016895546,0.809916540076,5,1.33602447492013,4,0.886929655241011,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,,-1.13817641442659,,,1,2,1,-0.571118499489441,,0.904256813,-0.477176605,1,1.39338923104329,-1.39338923104329,-0.557350770119123,1,-1.13817641442659,0.595519249818022
184,"Mapuche","Araucanian",3.75,3,2.75,3.75,2.75,4,-38.5,-72.58,190.25,5,2,5,5,1,4,4,3,4,3,2,1,3,3,3,,3,1,1,2,1,1,3,0,1,0,0,0,0,0,4,4,0,0.904256813,0.477176605,1,1,3,1,1,3,1,0,1,0,0,1,2,0,0,1,0,1,"Intensive Agriculture",1,0,0,0,0,1,1,-1.06142848524035,0.463170239634852,4,4,1.11767016895546,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,-0.986942637179703,1.70179587004312,0.582575265003535,0.790802186649041,0.522057671128997,0.296238340097478,-0.563830877642601,4,2,2,0.281928771911351,0,0.904256813,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,0.0848217111946247,0.288719407930369
185,"Tehuelche","Chonan",1.375,1,1.875,1,1.25,2.75,-40.5,-68,780.0804888,3,1,1,1,2,4,2,1,1,2,1,1,2,2,2,2,,,,,,1,3,0,0,0,0,0,0,0,2,,,,,3,3,4,3,,1,0,0,0,0,0,2,1,0,0,1,0,0,"Hunter Gatherer",0,0,1,0,0,0,0,-1.52162824807183,-2.14742565648886,,,,,3,0.13545397666951,3,0.269935112464656,0,,-0.721473330018279,-1.70611327608178,,-1.21379330305003,1.15628513392886,,1,2,1,-0.847726110769104,0,,,,,,-0.557350770119123,1,-0.0287540845605833,-1.52162824807183
186,"Yahgan","Yamana",3,3.5,3,2.875,3.5,,-55.5,-69.5,241.58,1,1,1,1,1,1,1,1,1,2,1,1,4,4,4,,4,3,4,3,1,1,2,0,0,0,0,0,0,0,1,1,,,1.816349659,2,2.75,4,2.75,1,1,0,0,0,0,0,2,1,0,0,1,0,0,"Hunter Gatherer",0,0,1,0,0,0,0,-1.52162824807183,-2.14742565648886,1,2,-0.414619578806056,-1.59020198722239,2,-0.464831272455799,2.75,0.115686476770567,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,-2.10574070630965,-1.38006748739735,1.15628513392886,,1,1,1,-1.16468423580751,0,,-1.816349659,1,1.39338923104329,-1.39338923104329,1.78352246438119,0,-0.111891176734245,-1.17548327136676
